Player Number,Height (cm),Weight (kg)
1417,175.26,71.2
1418,185.42,84.8
1419,154.94,72.1
1420,195.58,86.2
1421,182.88,78
1422,182.88,78.9
1423,152.4,69.9
1424,175.26,69.9
1425,170.18,67.1
1426,152.4,71.2
1427,152.4,73
1428,165.1,63
1429,185.42,78
1430,182.88,74.8
1431,154.94,79.8
1432,165.1,68
1433,172.72,71.2
1434,185.42,83
1435,182.88,73
1436,175.26,69.9
1437,190.5,77.1
1438,187.96,88.9
1439,185.42,83
1440,187.96,78
1441,152.4,68.9
1442,154.94,66.2
1443,193.04,83.9
1444,172.72,67.1
1445,195.58,88.9
1446,187.96,88
1447,175.26,66.2
1448,182.88,76.2
1449,182.88,73.9
1450,152.4,73
1451,182.88,81.2
1452,175.26,59.9
1453,182.88,76.2
1454,154.94,73.9
1455,154.94,74.8
1456,152.4,76.2
1457,175.26,69.9
1458,152.4,68.9
1459,187.96,84.8
1460,152.4,72.1
1461,172.72,69.9
1462,175.26,68.9
1463,152.4,76.2
1464,195.58,84.8
1465,182.88,74.8
1466,182.88,79.8
1467,185.42,77.1
1468,152.4,73
1469,185.42,78
1470,182.88,73.9
1471,185.42,81.2
1472,152.4,78.9
1473,172.72,63
1474,182.88,78.9
1475,182.88,76.2
1476,154.94,74.8
1477,172.72,71.2
1478,190.5,78.9
1479,175.26,78
1480,187.96,79.8
1481,182.88,78
1482,185.42,81.2
1483,185.42,73.9
1484,190.5,86.2
1485,175.26,63
1486,172.72,63
1487,182.88,72.1
1488,185.42,73
1489,185.42,78
1490,175.26,69.9
1491,190.5,89.8
1492,182.88,73
1493,154.94,73
1494,172.72,74.8
1495,154.94,71.2
1496,172.72,69.9
1497,154.94,71.2
1498,175.26,74.8
1499,190.5,88
1500,195.58,93
1501,185.42,87.1
1502,162.56,58.1
1503,152.4,77.1
1504,182.88,79.8
1505,167.64,66.2
1506,152.4,74.8
1507,187.96,78.9
1508,152.4,66.2
1509,175.26,71.2
1510,152.4,73
1511,198.12,92.1
1512,175.26,72.1
1513,182.88,84.8
1514,154.94,79.8
1515,185.42,91.2
1516,185.42,83
1517,175.26,69.9
1518,185.42,89.8
1519,154.94,79.8
1520,187.96,83.9
1521,154.94,84.8
1522,182.88,77.1
1523,152.4,73
1524,154.94,69.9
1525,190.5,74.8
1526,182.88,76.2
1527,167.64,64
1528,190.5,88
1529,175.26,68
1530,154.94,72.1
1531,195.58,84.8
1532,175.26,73.9
1533,182.88,78.9
1534,170.18,68.9
1535,190.5,83.9
1536,187.96,69.9
1537,152.4,76.2
1538,185.42,79.8
1539,187.96,78.9
1540,154.94,73
1541,190.5,73
1542,182.88,74.8
1543,154.94,72.1
1544,185.42,73
1545,187.96,76.2
1546,175.26,76.2
1547,187.96,91.2
1548,187.96,92.1
1549,187.96,84.8
1550,175.26,68
1551,193.04,89.8
1552,152.4,78
1553,152.4,77.1
1554,152.4,73.9
1555,182.88,77.1
1556,182.88,78.9
1557,154.94,73.9
1558,193.04,81.2
1559,187.96,81.2
1560,152.4,76.2
1561,182.88,74.8
1562,185.42,77.1
1563,152.4,73.9
1564,195.58,93
1565,182.88,77.1
1566,175.26,67.1
1567,152.4,72.1
1568,152.4,66.2
1569,182.88,78
1570,190.5,83.9
1571,187.96,72.1
1572,170.18,68.9
1573,152.4,74.8
1574,152.4,68
1575,175.26,73
1576,172.72,72.1
1577,190.5,92.1
1578,185.42,77.1
1579,175.26,78
1580,154.94,76.2
1581,182.88,74.8
1582,182.88,79.8
1583,185.42,76.2
1584,193.04,86.2
1585,170.18,63
1586,154.94,74.8
1587,185.42,78
1588,175.26,74.8
1589,185.42,83
1590,170.18,66.2
1591,182.88,79.8
1592,167.64,64
1593,152.4,72.1
1594,185.42,77.1
1595,187.96,83
1596,182.88,79.8
1597,167.64,59.9
1598,182.88,79.8
1599,187.96,79.8
1600,193.04,87.1
1601,170.18,73
1602,152.4,78
1603,172.72,69.9
1604,187.96,84.8
1605,154.94,78
1606,193.04,86.2
1607,187.96,79.8
1608,187.96,81.2
1609,172.72,69.9
1610,185.42,82.1
1611,195.58,81.2
1612,187.96,77.1
1613,190.5,88
1614,185.42,79.8
1615,172.72,69.9
1616,193.04,88
1617,152.4,72.1
1618,185.42,86.2
1619,185.42,81.2
1620,152.4,71.2
1621,187.96,91.2
1622,182.88,78
1623,193.04,88
1624,182.88,68.9
1625,187.96,83
1626,182.88,92.1
1627,170.18,73
1628,182.88,73
1629,193.04,83.9
1630,172.72,72.1
1631,182.88,83
1632,185.42,67.1
1633,187.96,81.2
1634,182.88,72.1
1635,152.4,76.2
1636,152.4,69.9
1637,185.42,78.9
1638,187.96,83.9
1639,175.26,68.9
1640,182.88,73.9
1641,198.12,89.8
1642,182.88,79.8
1643,182.88,77.1
1644,154.94,77.1
1645,170.18,59.9
1646,193.04,84.8
1647,182.88,74.8
1648,154.94,74.8
1649,154.94,73.9
1650,185.42,72.1
1651,187.96,88
1652,152.4,72.1
1653,187.96,79.8
1654,182.88,78
1655,182.88,84.8
1656,182.88,81.2
1657,190.5,83
1658,182.88,78
1659,154.94,73
1660,175.26,74.8
1661,165.1,67.1
1662,175.26,71.2
1663,152.4,74.8
1664,152.4,74.8
1665,182.88,79.8
1666,185.42,78
1667,175.26,66.2
1668,175.26,73
1669,185.42,82.1
1670,175.26,64.9
1671,193.04,88.9
1672,175.26,71.2
1673,190.5,79.8
1674,152.4,72.1
1675,170.18,55.8
1676,165.1,64.9
1677,152.4,77.1
1678,182.88,83
1679,185.42,78
1680,154.94,81.2
1681,187.96,79.8
1682,152.4,68.9
1683,154.94,76.2
1684,170.18,67.1
1685,190.5,88.9
1686,193.04,93.9
1687,187.96,77.1
1688,193.04,74.8
1689,175.26,68
1690,175.26,68
1691,152.4,71.2
1692,195.58,92.1
1693,152.4,71.2
1694,185.42,83
1695,190.5,81.2
1696,154.94,76.2
1697,190.5,83
1698,170.18,68
1699,193.04,88
1700,152.4,78
1701,182.88,83.9
1702,185.42,72.1
1703,154.94,83.9
1704,190.5,77.1
1705,152.4,73.9
1706,185.42,83
1707,167.64,72.1
1708,172.72,68.9
1709,185.42,73
1710,185.42,74.8
1711,182.88,69.9
1712,182.88,76.2
1713,182.88,79.8
1714,185.42,84.8
1715,172.72,64.9
1716,170.18,66.2
1717,182.88,79.8
1718,152.4,72.1
1719,152.4,72.1
1720,187.96,79.8
1721,152.4,71.2
1722,154.94,73
1723,154.94,76.2
1724,154.94,76.2
1725,185.42,77.1
1726,200.66,89.8
1727,190.5,81.2
1728,193.04,86.2
1729,182.88,73.9
1730,182.88,86.2
1731,182.88,77.1
1732,182.88,74.8
1733,154.94,72.1
1734,167.64,54
1735,193.04,83.9
1736,190.5,83.9
1737,172.72,71.2
1738,172.72,64
1739,172.72,68
1740,182.88,78
1741,172.72,68.9
1742,190.5,79.8
1743,182.88,74.8
1744,193.04,96.2
1745,185.42,77.1
1746,165.1,63
1747,187.96,82.1
1748,175.26,79.8
1749,152.4,60.8
1750,182.88,78
1751,154.94,69.9
1752,187.96,76.2
1753,175.26,68.9
1754,193.04,78
1755,152.4,74.8
1756,170.18,68
1757,193.04,93
1758,167.64,72.1
1759,190.5,86.2
1760,152.4,64.9
1761,175.26,74.8
1762,182.88,73
1763,175.26,72.1
1764,190.5,79.8
1765,152.4,73.9
1766,152.4,71.2
1767,182.88,78
1768,152.4,77.1
1769,190.5,86.2
1770,185.42,82.1
1771,175.26,69.9
1772,154.94,74.8
1773,185.42,83.9
1774,182.88,64
1775,187.96,69.9
1776,165.1,69.9
1777,182.88,72.1
1778,154.94,71.2
1779,190.5,79.8
1780,182.88,77.1
1781,187.96,94.8
1782,185.42,81.2
1783,154.94,78
1784,182.88,77.1
1785,175.26,72.1
1786,190.5,69.9
1787,175.26,73.9
1788,175.26,73
1789,175.26,67.1
1790,187.96,78.9
1791,190.5,79.8
1792,190.5,84.8
1793,175.26,74.8
1794,193.04,83
1795,182.88,73.9
1796,154.94,69.9
1797,193.04,83.9
1798,170.18,68
1799,190.5,87.1
1800,154.94,73
1801,152.4,76.2
1802,175.26,74.8
1803,185.42,83
1804,187.96,79.8
1805,175.26,68
1806,175.26,72.1
1807,185.42,69.9
1808,182.88,81.2
1809,190.5,89.8
1810,167.64,72.1
1811,185.42,86.2
1812,185.42,87.1
1813,165.1,62.1
1814,182.88,78
1815,170.18,64
1816,170.18,62.1
1817,152.4,77.1
1818,167.64,68.9
1819,195.58,88
1820,175.26,72.1
1821,154.94,69.9
1822,175.26,72.1
1823,175.26,68.9
1824,185.42,79.8
1825,185.42,78
1826,152.4,78
1827,182.88,79.8
1828,172.72,64
1829,185.42,73.9
1830,154.94,77.1
1831,152.4,73.9
1832,182.88,72.1
1833,167.64,59.9
1834,185.42,79.8
1835,187.96,77.1
1836,170.18,69.9
1837,172.72,63
1838,154.94,79.8
1839,175.26,71.2
1840,185.42,79.8
1841,170.18,67.1
1842,195.58,89.8
1843,182.88,76.2
1844,154.94,78.9
1845,185.42,81.2
1846,170.18,73
1847,187.96,81.2
1848,185.42,79.8
1849,152.4,78
1850,182.88,78.9
1851,190.5,82.1
1852,187.96,88
1853,182.88,78
1854,152.4,69.9
1855,190.5,83
1856,185.42,78
1857,185.42,74.8
1858,175.26,71.2
1859,185.42,78
1860,175.26,71.2
1861,154.94,69.9
1862,152.4,71.2
1863,182.88,74.8
1864,154.94,73
1865,190.5,76.2
1866,187.96,81.2
1867,154.94,69.9
1868,185.42,76.2
1869,172.72,64.9
1870,170.18,74.8
1871,185.42,81.2
1872,175.26,69.9
1873,175.26,74.8
1874,185.42,72.1
1875,182.88,79.8
1876,190.5,78.9
1877,182.88,74.8
1878,185.42,79.8
1879,170.18,63
1880,175.26,72.1
1881,170.18,63
1882,185.42,88
1883,154.94,73.9
1884,175.26,73.9
1885,152.4,68
1886,187.96,74.8
1887,170.18,67.1
1888,182.88,77.1
1889,175.26,66.2
1890,152.4,72.1
1891,182.88,76.2
1892,182.88,77.1
1893,152.4,73.9
1894,152.4,72.1
1895,190.5,81.2
1896,154.94,69.9
1897,175.26,69.9
1898,182.88,83
1899,187.96,78.9
1900,170.18,59
1901,182.88,76.2
1902,185.42,73.9
1903,170.18,63
1904,152.4,69.9
1905,152.4,69.9
1906,170.18,68.9
1907,182.88,79.8
1908,187.96,77.1
1909,185.42,79.8
1910,154.94,72.1
1911,182.88,76.2
1912,187.96,87.1
1913,182.88,73
1914,187.96,79.8
1915,187.96,78.9
1916,185.42,81.2
1917,185.42,88
1918,175.26,64
1919,185.42,78.9
1920,152.4,83
1921,152.4,73
1922,154.94,68.9
1923,152.4,69.9
1924,170.18,63
1925,175.26,68.9
1926,185.42,83
1927,182.88,72.1
1928,175.26,69.9
1929,187.96,83
1930,190.5,86.2
1931,154.94,73
1932,185.42,79.8
1933,152.4,69.9
1934,175.26,73
1935,190.5,81.2
1936,154.94,83
1937,154.94,74.8
1938,152.4,73.9
1939,187.96,78
1940,182.88,79.8
1941,170.18,71.2
1942,152.4,68.9
1943,182.88,83.9
1944,172.72,69.9
1945,175.26,69.9
1946,154.94,78
1947,182.88,81.2
1948,154.94,72.1
1949,185.42,78
1950,172.72,69.9
1951,175.26,71.2
1952,193.04,86.2
1953,175.26,69.9
1954,152.4,76.2
1955,190.5,86.2
1956,175.26,73.9
1957,170.18,67.1
1958,154.94,73.9
1959,185.42,79.8
1960,195.58,83
1961,187.96,73.9
1962,185.42,78.9
1963,187.96,79.8
1964,182.88,74.8
1965,152.4,73.9
1966,175.26,72.1
1967,172.72,63
1968,170.18,68
1969,154.94,66.2
1970,175.26,69.9
1971,165.1,59.9
1972,154.94,73.9
1973,185.42,76.2
1974,154.94,81.2
1975,172.72,68
1976,187.96,84.8
1977,193.04,76.2
1978,152.4,76.2
1979,152.4,67.1
1980,172.72,62.1
1981,182.88,78
1982,185.42,78
1983,185.42,78
1984,152.4,66.2
1985,185.42,76.2
1986,154.94,73
1987,182.88,82.1
1988,175.26,69.9
1989,152.4,64.9
1990,182.88,78.9
1991,152.4,78
1992,182.88,73.9
1993,190.5,86.2
1994,172.72,69.9
1995,154.94,73.9
1996,154.94,72.1
1997,152.4,71.2
1998,152.4,78
1999,203.2,94.8
2000,170.18,69.9
2001,187.96,83.9
2002,185.42,78.9
2003,185.42,73
2004,154.94,77.1
2005,175.26,68
2006,182.88,73.9
2007,175.26,73
2008,175.26,71.2
2009,182.88,78
2010,193.04,84.8
2011,154.94,78.9
2012,187.96,83.9
2013,170.18,63
2014,152.4,82.1
2015,182.88,78
2016,175.26,62.1
2017,170.18,62.1
2018,198.12,94.8
2019,170.18,68
2020,190.5,76.2
2021,172.72,64.9
2022,182.88,76.2
2023,154.94,77.1
2024,154.94,69.9
2025,187.96,88.9
2026,172.72,72.1
2027,175.26,72.1
2028,167.64,64.9
2029,193.04,79.8
2030,187.96,86.2
2031,172.72,72.1
2032,182.88,74.8
2033,193.04,87.1
2034,187.96,81.2
2035,187.96,86.2
2036,190.5,87.1
2037,152.4,74.8
2038,190.5,78
2039,172.72,66.2
2040,175.26,69.9
2041,167.64,60.8
2042,193.04,76.2
2043,175.26,67.1
2044,182.88,83
2045,152.4,71.2
2046,154.94,77.1
2047,195.58,91.2
2048,182.88,82.1
2049,185.42,83.9
2050,182.88,78
2051,175.26,68
2052,185.42,83
2053,190.5,71.2
2054,152.4,71.2
2055,182.88,77.1
2056,182.88,76.2
2057,182.88,76.2
2058,170.18,72.1
2059,152.4,71.2
2060,154.94,77.1
2061,175.26,72.1
2062,182.88,74.8
2063,154.94,79.8
2064,182.88,79.8
2065,152.4,73.9
2066,175.26,68
2067,187.96,82.1
2068,152.4,69.9
2069,182.88,83.9
2070,172.72,68.9
2071,175.26,73
2072,154.94,74.8
2073,182.88,76.2
2074,195.58,83
2075,154.94,73.9
2076,187.96,79.8
2077,152.4,68.9
2078,182.88,78
2079,193.04,86.2
2080,175.26,69.9
2081,170.18,69.9
2082,190.5,82.1
2083,190.5,87.1
2084,172.72,73.9
2085,152.4,82.1
2086,152.4,71.2
2087,152.4,68.9
2088,175.26,69.9
2089,165.1,64.9
2090,167.64,63
2091,198.12,89.8
2092,190.5,74.8
2093,167.64,69.9
2094,193.04,89.8
2095,175.26,73.9
2096,187.96,77.1
2097,193.04,92.1
2098,185.42,79.8
2099,167.64,67.1
2100,152.4,73
2101,152.4,83
2102,175.26,73.9
2103,154.94,69.9
2104,182.88,77.1
2105,152.4,77.1
2106,185.42,74.8
2107,187.96,81.2
2108,187.96,83
2109,190.5,76.2
2110,187.96,83
2111,185.42,86.2
2112,185.42,78.9
2113,154.94,76.2
2114,185.42,79.8
2115,182.88,74.8
2116,185.42,86.2
2117,187.96,83
2118,154.94,69.9
2119,190.5,81.2
2120,190.5,84.8
2121,167.64,55.8
2122,152.4,78.9
2123,182.88,74.8
2124,187.96,78.9
2125,165.1,63
2126,175.26,68
2127,185.42,77.1
2128,187.96,83
2129,182.88,77.1
2130,172.72,68.9
2131,185.42,78
2132,190.5,79.8
2133,198.12,89.8
2134,182.88,81.2
2135,170.18,62.1
2136,152.4,69.9
2137,152.4,67.1
2138,175.26,69.9
2139,152.4,67.1
2140,182.88,78
2141,185.42,78
2142,185.42,76.2
2143,154.94,74.8
2144,182.88,72.1
2145,175.26,82.1
2146,182.88,73.9
2147,152.4,71.2
2148,175.26,74.8
2149,193.04,86.2
2150,182.88,77.1
2151,182.88,77.1
2152,185.42,78.9
2153,175.26,71.2
2154,185.42,81.2
2155,154.94,86.2
2156,187.96,82.1
2157,187.96,81.2
2158,190.5,83.9
2159,175.26,68.9
2160,152.4,76.2
2161,182.88,72.1
2162,172.72,72.1
2163,193.04,88.9
2164,154.94,78
2165,167.64,72.1
2166,187.96,79.8
2167,154.94,73
2168,185.42,73.9
2169,190.5,88
2170,170.18,73
2171,172.72,72.1
2172,182.88,79.8
2173,182.88,76.2
2174,182.88,73.9
2175,154.94,73.9
2176,185.42,74.8
2177,185.42,81.2
2178,152.4,69.9
2179,175.26,77.1
2180,182.88,79.8
2181,172.72,72.1
2182,187.96,77.1
2183,182.88,82.1
2184,152.4,74.8
2185,182.88,69.9
2186,182.88,72.1
2187,172.72,60.8
2188,175.26,69.9
2189,185.42,83.9
2190,187.96,76.2
2191,182.88,77.1
2192,172.72,64
2193,154.94,73.9
2194,175.26,67.1
2195,190.5,69.9
2196,193.04,83.9
2197,187.96,77.1
2198,152.4,71.2
2199,154.94,76.2
2200,154.94,77.1
2201,167.64,64.9
2202,182.88,86.2
2203,193.04,83.9
2204,152.4,71.2
2205,182.88,81.2
2206,187.96,79.8
2207,185.42,77.1
2208,182.88,73
2209,152.4,69.9
2210,170.18,59.9
2211,182.88,76.2
2212,175.26,67.1
2213,152.4,64
2214,185.42,69.9
2215,185.42,71.2
2216,195.58,89.8
2217,195.58,92.1
2218,185.42,83
2219,182.88,74.8
2220,182.88,63
2221,182.88,77.1
2222,152.4,78
2223,187.96,87.1
2224,172.72,74.8
2225,187.96,79.8
2226,187.96,78
2227,190.5,78
2228,152.4,72.1
2229,175.26,64.9
2230,152.4,69.9
2231,175.26,74.8
2232,187.96,73.9
2233,193.04,86.2
2234,195.58,88.9
2235,182.88,78
2236,175.26,68.9
2237,175.26,73.9
2238,182.88,84.8
2239,172.72,72.1
2240,190.5,89.8
2241,167.64,67.1
2242,170.18,69.9
2243,152.4,69.9
2244,175.26,73
2245,190.5,78.9
2246,182.88,74.8
2247,170.18,74.8
2248,182.88,71.2
2249,190.5,81.2
2250,175.26,68
2251,185.42,77.1
2252,170.18,67.1
2253,190.5,98
2254,152.4,74.8
2255,172.72,67.1
2256,172.72,64
2257,182.88,78.9
2258,182.88,76.2
2259,182.88,74.8
2260,185.42,79.8
2261,182.88,81.2
2262,182.88,83.9
2263,172.72,68
2264,182.88,73
2265,185.42,77.1
2266,182.88,83
2267,182.88,77.1
2268,175.26,68.9
2269,187.96,83
2270,193.04,74.8
2271,170.18,68
2272,193.04,88
2273,152.4,69.9
2274,182.88,74.8
2275,182.88,77.1
2276,152.4,68
2277,167.64,66.2
2278,175.26,71.2
2279,182.88,79.8
2280,182.88,69.9
2281,162.56,55.8
2282,172.72,64.9
2283,187.96,79.8
2284,175.26,72.1
2285,182.88,77.1
2286,190.5,84.8
2287,154.94,79.8
2288,182.88,68.9
2289,152.4,69.9
2290,154.94,78.9
2291,172.72,69.9
2292,154.94,81.2
2293,182.88,78.9
2294,182.88,73.9
2295,152.4,68.9
2296,195.58,88
2297,193.04,82.1
2298,182.88,73
2299,152.4,64
2300,152.4,73
2301,172.72,67.1
2302,152.4,69.9
2303,182.88,79.8
2304,187.96,78
2305,154.94,83
2306,152.4,69.9
2307,172.72,66.2
2308,182.88,73
2309,187.96,74.8
2310,154.94,81.2
2311,185.42,82.1
2312,167.64,64
2313,187.96,84.8
2314,152.4,71.2
2315,182.88,74.8
2316,182.88,77.1
2317,175.26,71.2
2318,175.26,66.2
2319,154.94,81.2
2320,182.88,79.8
2321,154.94,78.9
2322,172.72,72.1
2323,185.42,79.8
2324,182.88,77.1
2325,182.88,74.8
2326,152.4,78
2327,154.94,76.2
2328,185.42,77.1
2329,182.88,82.1
2330,154.94,79.8
2331,175.26,66.2
2332,185.42,72.1
2333,187.96,82.1
2334,190.5,76.2
2335,185.42,76.2
2336,170.18,69.9
2337,187.96,78.9
2338,182.88,77.1
2339,187.96,73.9
2340,152.4,76.2
2341,190.5,78
2342,152.4,73
2343,182.88,77.1
2344,187.96,88.9
2345,154.94,83.9
2346,172.72,72.1
2347,182.88,81.2
2348,190.5,83.9
2349,154.94,73.9
2350,193.04,79.8
2351,187.96,83
2352,187.96,83.9
2353,175.26,69.9
2354,172.72,67.1
2355,185.42,79.8
2356,182.88,77.1
2357,185.42,74.8
2358,152.4,72.1
2359,182.88,76.2
2360,182.88,73.9
2361,185.42,77.1
2362,154.94,73
2363,185.42,74.8
2364,187.96,88
2365,190.5,83
2366,170.18,66.2
2367,152.4,73.9
2368,193.04,81.2
2369,185.42,79.8
2370,182.88,74.8
2371,182.88,78
2372,152.4,72.1
2373,175.26,68.9
2374,182.88,73.9
2375,193.04,88.9
2376,154.94,74.8
2377,185.42,74.8
2378,175.26,68
2379,187.96,78.9
2380,185.42,79.8
2381,187.96,83
2382,187.96,89.8
2383,152.4,78.9
2384,175.26,69.9
2385,175.26,71.2
2386,154.94,74.8
2387,172.72,66.2
2388,175.26,69.9
2389,193.04,73.9
2390,182.88,77.1
2391,172.72,91.2
2392,182.88,84.8
2393,193.04,88.9
2394,152.4,69.9
2395,185.42,81.2
2396,182.88,77.1
2397,154.94,69.9
2398,187.96,86.2
2399,152.4,69.9
2400,154.94,76.2
2401,182.88,73
2402,175.26,67.1
2403,154.94,69.9
2404,152.4,76.2
2405,175.26,78
2406,172.72,71.2
2407,154.94,67.1
2408,152.4,77.1
2409,187.96,78
2410,152.4,69.9
2411,182.88,69.9
2412,182.88,74.8
2413,193.04,88
2414,182.88,73.9
2415,154.94,77.1
2416,175.26,72.1
2417,182.88,79.8
2418,170.18,71.2
2419,172.72,64.9
2420,152.4,73
2421,175.26,68.9
2422,175.26,64.9
2423,167.64,59.9
2424,175.26,71.2
2425,182.88,69.9
2426,187.96,83.9
2427,185.42,73
2428,185.42,74.8
2429,154.94,76.2
2430,152.4,68.9
2431,165.1,67.1
2432,175.26,69.9
2433,193.04,78
2434,175.26,69.9
2435,152.4,68.9
2436,175.26,68
2437,187.96,78.9
2438,152.4,74.8
2439,175.26,69.9
2440,187.96,87.1
2441,152.4,68
2442,167.64,64.9
2443,185.42,83
2444,152.4,72.1
2445,185.42,84.8
2446,185.42,81.2
2447,190.5,91.2
2448,172.72,72.1
2449,154.94,68
2450,172.72,64.9
2451,185.42,76.2
2452,187.96,72.1
2453,190.5,79.8
2454,185.42,78
2455,154.94,69.9
2456,175.26,72.1
2457,182.88,76.2
2458,170.18,63
2459,190.5,88.9
2460,175.26,72.1
2461,182.88,79.8
2462,193.04,81.2
2463,182.88,76.2
2464,154.94,74.8
2465,172.72,69.9
2466,175.26,74.8
2467,187.96,79.8
2468,154.94,73.9
2469,154.94,83.9
2470,190.5,83
2471,182.88,78
2472,187.96,84.8
2473,182.88,74.8
2474,154.94,74.8
2475,172.72,74.8
2476,182.88,79.8
2477,182.88,72.1
2478,182.88,83
2479,185.42,73
2480,190.5,91.2
2481,185.42,73.9
2482,152.4,83.9
2483,185.42,78
2484,187.96,78
2485,193.04,88.9
2486,182.88,83
2487,187.96,86.2
2488,170.18,67.1
2489,175.26,68.9
2490,187.96,73
2491,193.04,86.2
2492,152.4,68.9
2493,152.4,74.8
2494,185.42,72.1
2495,152.4,72.1
2496,193.04,86.2
2497,154.94,69.9
2498,185.42,78
2499,185.42,83.9
2500,167.64,63
2501,182.88,83.9
2502,152.4,73
2503,175.26,72.1
2504,182.88,78.9
2505,182.88,74.8
2506,187.96,81.2
2507,172.72,72.1
2508,154.94,76.2
2509,182.88,66.2
2510,187.96,86.2
2511,187.96,84.8
2512,175.26,74.8
2513,172.72,68
2514,175.26,69.9
2515,175.26,74.8
2516,152.4,72.1
2517,190.5,81.2
2518,187.96,84.8
2519,187.96,84.8
2520,152.4,76.2
2521,175.26,74.8
2522,190.5,77.1
2523,190.5,83
2524,172.72,68.9
2525,182.88,73
2526,190.5,79.8
2527,182.88,78
2528,170.18,66.2
2529,172.72,68
2530,187.96,82.1
2531,172.72,62.1
2532,167.64,64
2533,182.88,66.2
2534,185.42,77.1
2535,154.94,78.9
2536,175.26,69.9
2537,170.18,69.9
2538,182.88,78.9
2539,154.94,88
2540,154.94,73
2541,187.96,81.2
2542,152.4,78.9
2543,195.58,79.8
2544,187.96,82.1
2545,185.42,83
2546,193.04,97.1
2547,190.5,88.9
2548,152.4,72.1
2549,152.4,74.8
2550,193.04,84.8
2551,152.4,73.9
2552,187.96,73.9
2553,154.94,68
2554,175.26,68.9
2555,175.26,73
2556,185.42,77.1
2557,152.4,72.1
2558,182.88,77.1
2559,175.26,68
2560,152.4,68.9
2561,175.26,66.2
2562,152.4,73.9
2563,193.04,89.8
2564,170.18,66.2
2565,175.26,67.1
2566,152.4,74.8
2567,152.4,67.1
2568,187.96,79.8
2569,175.26,68.9
2570,187.96,86.2
2571,182.88,73
2572,195.58,88
2573,175.26,78
2574,190.5,83
2575,195.58,88.9
2576,190.5,84.8
2577,185.42,78
2578,165.1,59.9
2579,187.96,81.2
2580,185.42,69.9
2581,152.4,77.1
2582,170.18,64.9
2583,167.64,59.9
2584,154.94,77.1
2585,187.96,88
2586,154.94,69.9
2587,152.4,74.8
2588,182.88,73.9
2589,185.42,74.8
2590,182.88,78.9
2591,170.18,68
2592,152.4,69.9
2593,182.88,81.2
2594,182.88,79.8
2595,152.4,72.1
2596,170.18,64
2597,193.04,83.9
2598,187.96,68
2599,185.42,77.1
2600,182.88,73
2601,185.42,76.2
2602,175.26,69.9
2603,154.94,69.9
2604,182.88,79.8
2605,190.5,86.2
2606,182.88,74.8
2607,154.94,74.8
2608,185.42,78
2609,182.88,73.9
2610,154.94,76.2
2611,154.94,73.9
2612,175.26,69.9
2613,154.94,69.9
2614,154.94,74.8
2615,193.04,84.8
2616,182.88,77.1
2617,187.96,81.2
2618,190.5,79.8
2619,182.88,73
2620,154.94,78.9
2621,203.2,84.8
2622,193.04,96.2
2623,190.5,83
2624,182.88,83
2625,182.88,78
2626,154.94,73.9
2627,187.96,81.2
2628,172.72,69.9
2629,182.88,78
2630,185.42,78.9
2631,175.26,69.9
2632,187.96,91.2
2633,154.94,66.2
2634,152.4,64.9
2635,152.4,73.9
2636,175.26,73
2637,182.88,68
2638,193.04,92.1
2639,190.5,84.8
2640,154.94,78
2641,154.94,73
2642,172.72,72.1
2643,185.42,78
2644,170.18,60.8
2645,152.4,79.8
2646,187.96,83
2647,172.72,62.1
2648,187.96,74.8
2649,185.42,82.1
2650,187.96,81.2
2651,170.18,64.9
2652,152.4,64.9
2653,187.96,78.9
2654,154.94,72.1
2655,195.58,93
2656,175.26,72.1
2657,190.5,78
2658,152.4,72.1
2659,182.88,76.2
2660,175.26,69.9
2661,154.94,74.8
2662,154.94,57.2
2663,182.88,74.8
2664,187.96,74.8
2665,190.5,83
2666,193.04,87.1
2667,172.72,67.1
2668,172.72,67.1
2669,175.26,73.9
2670,182.88,71.2
2671,187.96,82.1
2672,152.4,67.1
2673,190.5,89.8
2674,172.72,68.9
2675,182.88,71.2
2676,193.04,88
2677,185.42,78
2678,154.94,77.1
2679,154.94,74.8
2680,170.18,73.9
2681,175.26,67.1
2682,182.88,82.1
2683,182.88,81.2
2684,190.5,79.8
2685,175.26,64
2686,198.12,87.1
2687,154.94,71.2
2688,195.58,86.2
2689,152.4,72.1
2690,154.94,68
2691,175.26,67.1
2692,185.42,79.8
2693,195.58,93.9
2694,172.72,76.2
2695,172.72,69.9
2696,152.4,72.1
2697,175.26,64.9
2698,154.94,76.2
2699,190.5,84.8
2700,154.94,69.9
2701,154.94,69.9
2702,185.42,77.1
2703,185.42,77.1
2704,198.12,83
2705,154.94,78
2706,154.94,74.8
2707,154.94,73
2708,182.88,78.9
2709,182.88,76.2
2710,185.42,74.8
2711,170.18,68
2712,152.4,76.2
2713,185.42,78.9
2714,175.26,69.9
2715,182.88,73.9
2716,175.26,72.1
2717,172.72,77.1
2718,182.88,77.1
2719,187.96,83.9
2720,187.96,88.9
2721,175.26,76.2
2722,182.88,78
2723,187.96,83
2724,154.94,69.9
2725,170.18,59.9
2726,154.94,79.8
2727,154.94,76.2
2728,165.1,64
2729,185.42,73
2730,187.96,83
2731,152.4,63
2732,190.5,78.9
2733,187.96,79.8
2734,187.96,83.9
2735,154.94,68
2736,154.94,79.8
2737,193.04,82.1
2738,185.42,78
2739,165.1,59.9
