full_name,height_cm,weight_kgs
Abdelaziz Barrada,152.4,73
中村 宪剛,175.26,66.2
Adam Clayton,175.26,74.8
Tim Leibold,175.26,72.1
Vyacheslav Karavaev,175.26,69.9
Iver Fossum,154.94,73
Daniel Bessa,152.4,74.8
Nelson Acevedo,152.4,77.1
Sergiy Rybalka,175.26,69.9
Giovanni Di Lorenzo,182.88,82.1
Habib Diallo,185.42,78.9
Brian Fernández,170.18,73.9
José María Basanta,187.96,78
Sada Thioub,152.4,74.8
Che Adams,152.4,66.2
José Ignacio Peleteiro Ramallo,154.94,69.9
Enzo Crivelli,182.88,78.9
Xabier Etxeita Gorritxategi,185.42,78
Daniel Ciofani,190.5,82.1
Maximiliano Urruti,182.88,73.9
Gerso Fernandes,172.72,64.9
Josef Šural,182.88,79.8
Bersant Celina,154.94,66.2
Salman Mohammed Al Faraj,154.94,64
Lovro Majer,152.4,74.8
Jeremiah St. Juste,185.42,71.2
Miler Alejandro Bolaños Reascos,170.18,64
Roy Krishna,170.18,69.9
Edoardo Goldaniga,187.96,82.1
석현준 玄铉俊,190.5,82.1
Miguel Alfonso Herrero Javaloyas,182.88,71.2
Álejandro Gallar Falguero,175.26,71.2
Pablo Insua Blanco,187.96,79.8
Ignasi Miquel i Pons,187.96,79.8
Luis Gonzalo Bustamante,170.18,67.1
Ezequiel Schelotto,187.96,77.1
Paulo Sérgio Mota,175.26,69.9
Florian Hübner,193.04,83.9
André de Castro Pereira,154.94,74.8
Rodrigo Aliendro,152.4,68
金崎 夢生,154.94,69.9
Stoppila Sunzu,190.5,91.2
Yaya Sanogo,190.5,74.8
南野 拓実,175.26,67.1
Sokratis Dioudis,187.96,74.8
Jehad Fadel Al Hussain,167.64,63
Raúl García Carnero,175.26,72.1
Sebastián Hernán Bertoli,185.42,81.2
Jérémy Gélin,182.88,78.9
Josip Mišić,182.88,78.9
Fabiano Ribeiro de Freitas,198.12,91.2
Orel Mangala,152.4,78
Jeremy Toljan,182.88,73.9
Javier Marcelo Gandolfi,152.4,78
Joe Lewis,198.12,84.8
Jan Bořil,175.26,74.8
Sam Clucas,187.96,73.9
Alexander Grünwald,187.96,83.9
Jakob Bendix Uhd Poulsen,154.94,73.9
César Jasib Montes Castro,190.5,69.9
Riccardo Meggiorini,182.88,78
Niko Bungert,187.96,74.8
Christian Kouamé,185.42,69.9
Francisco Javier Meza Palma,182.88,73
Ángelo Henríquez,175.26,73
Nélson Miguel Castro Oliveira,185.42,82.1
Emanuele Terranova,185.42,86.2
Renaud Emond,185.42,73
Gary Hooper,175.26,71.2
Luke Anthony Freeman,172.72,73
Luís Miguel Vieira da Silva,190.5,79.8
Andrea Rispoli,187.96,83
Nicolás Gastón Navarro,190.5,87.1
Alexander Nahuel Barboza Ullúa,193.04,88
Alexandru Iulian Maxim,152.4,73
Ola John,152.4,72.1
Alex Smithies,187.96,88
Pablo César Barrientos,175.26,68.9
Fabián Andrés Rinaudo,175.26,73.9
Luca Mazzitelli,187.96,76.2
Eduardo Antônio Machado Teixeira,152.4,71.2
Giampaolo Pazzini,154.94,78
Abdoulaye Bamba,182.88,72.1
Arturo Mina,190.5,83.9
Ibrahima Mbaye,187.96,69.9
Mahmut Tekdemir,152.4,68
Leonardo Fabián Burián Castro,187.96,81.2
Michel David Cruceiro Muscato,185.42,82.1
Ricardo Jorge Vaz Té,187.96,79.8
Yeison Stiven Gordillo Vargas,175.26,73
Gino Peruzzi,152.4,71.2
汉超于,152.4,64.9
Keiren Westwood,187.96,86.2
Evandro Sérgio Rochedo Paulino,187.96,82.1
Daniel Pacheco Lobato,167.64,64.9
Antonio Ríos Martínez,172.72,74.8
Deniz Kadah,187.96,79.8
Adama Diakhaby,187.96,73.9
Juan Carlos Martín Corral,187.96,82.1
Isaac Success,182.88,89.8
Salem Al Dawsari,175.26,68
Aras Özbiliz,175.26,72.1
Geovanni Banguera,187.96,79.8
Karl-Johan Johnsson,187.96,83.9
Uğur Demirok,190.5,84.8
Nana Kwesi Asare,172.72,66.2
Manuel Pucciarelli,175.26,64
Diego Santiago Fagúndez Pepe,172.72,64
William Troost-Ekong,190.5,82.1
Paulo José de Oliveira,175.26,74.8
Juan Marcos Foyth,187.96,68.9
Martin Linnes,152.4,72.1
Sérgio Antônio Soler Oliveira Jr,154.94,82.1
Hélder Filipe Oliveira Lopes,152.4,66.2
Erik Berg,193.04,88.9
Rasmus Bengtsson,185.42,79.8
Fernando Martín Forestieri,172.72,67.1
Kamil Wilczek,185.42,83
Gojko Cimirot,152.4,73.9
Ismaël Bennacer,172.72,64
Luca Marrone,185.42,74.8
Rafik Halliche,187.96,81.2
Valentín Vada,175.26,71.2
Yves Bissouma,182.88,79.8
Rodrigo Salinas Dorantes,152.4,73.9
堂安 律,172.72,69.9
Édgar Felipe Pardo Castro,152.4,79.8
Jhon Duque,175.26,68
David Jensen,195.58,92.1
Julián Omar Ramos Suárez,175.26,66.2
Darren Randolph,187.96,78
Stefano Sensi,167.64,62.1
Andrés Ricaurte Vélez,182.88,69.9
Matías Aguirregaray Guruceaga,152.4,78
João António Antunes Carvalho,170.18,66.2
Arbër Zeneli,175.26,72.1
Dario Dainelli,190.5,78
Kian Hansen,182.88,73.9
Ryan Bennett,187.96,78
이청용 李青龙,154.94,68
Valerio Verre,154.94,69.9
권순태 权纯泰,182.88,84.8
Mauro Pierre Cildinho Conradi,172.72,64
Arnaldo Edi Lopes da Silva,182.88,73.9
Leonardo Nicolás Pisculichi,175.26,73.9
Yohan Benalouane,185.42,86.2
Antonino Ragusa,182.88,78
Fabien Lemoine,175.26,69.9
Cristian Roldan,172.72,74.8
Didier  Ndong Ibrahim,152.4,74.8
Vladimír Coufal,175.26,74.8
Mislav Oršić,152.4,68.9
Éder Marvin Oliveira Simão,182.88,78.9
Barry Bannan,170.18,60.8
Robin Koch,193.04,84.8
Nicolás Pasquini,175.26,76.2
Alessandro Rosina,170.18,68.9
Tim Parker,187.96,88
Marcos G. Santos Matos,170.18,58.1
Derrick Luckassen,185.42,78
Shaun Hutchinson,187.96,79.8
Bruno José Pavani Lamas,175.26,69.9
Alexandru Bălută,165.1,67.1
Miguel Ángel De las Cuevas Barberá,175.26,68.9
Leonardo B. Lohner Maia,182.88,83
Daniel Kolář,154.94,79.8
青山 敏弘,175.26,74.8
Santiago Montoya,172.72,63
Victor Emanuel Aguilera,187.96,88
山口 蛍,172.72,72.1
Ilombe Mboyo,185.42,82.1
Bruno Vinícius Souza Ramos,152.4,67.1
Borna Barišić,185.42,79.8
Wilson Miguéis Manafá Jancó,175.26,68.9
Christian Nørgaard,187.96,77.1
George Friend,187.96,83
Davit Khotcholava,193.04,88
Bassem  Srarfi,175.26,71.2
Romário Ricardo da Silva,175.26,68.9
Mateus Galiano da Costa,175.26,74.8
Wes Hoolahan,167.64,71.2
Ramon Olamilekan Azeez,170.18,67.1
Michael Frey,187.96,88.9
Jean-Daniel Akpa Akpro,154.94,71.2
Joan Isaac Cuenca López,152.4,67.1
Fábio José Ferreira Pacheco,154.94,73
Gustavo Lucas Domingues Piazon,182.88,73
Timoteo Samuel Triano Branco,175.26,76.2
Alexander Scholz,187.96,83.9
Yussif Raman Chibsah,152.4,78
Mark Duffy,175.26,72.1
Gareth McAuley,190.5,88.9
Nawaf Shaker Al Abid,167.64,59
Alessandro Nuno Vaz Laranjeiras,182.88,78
Daniele Verde,167.64,64
Pierre-Michel Lasogga,187.96,88
Marlon Pack,187.96,73.9
Zinedine Ferhat,182.88,77.1
Chad Marshall,193.04,86.2
Jean-Christophe Bahebeck,182.88,76.2
Róger Espinoza Ramírez,154.94,77.1
Nicolás Iván González,154.94,67.1
Nuno Miguel Gomes dos Santos,152.4,73
Kasper Kusk Vangsgaard,154.94,67.1
Eugenio Lamanna,187.96,79.8
Gilles Sunu,154.94,83
Emil Berggreen,193.04,88.9
Jonathan Guillermo Nuñez Espinoza,154.94,81.2
Luciano Aued,182.88,81.2
蒿俊闵,152.4,78
Marius Valerică Găman,190.5,82.1
Jorge Pulido Mayoral,185.42,72.1
Abbubaker Mobara,175.26,68.9
Joe Ledley,182.88,73
Ahmet Çalık,182.88,77.1
Alberto Cerri,193.04,91.2
킴진수 金珍洙,152.4,67.1
Christian Gytkjær,185.42,77.1
이강인 Kangin Lee,172.72,60.8
Edigar Junio Teixeira Lima,175.26,72.1
John Bostock,187.96,83.9
Sergio Pellissier,175.26,76.2
Marcus Antonsson,182.88,79.8
Moise Kean,182.88,78.9
James  Collins,187.96,83
Nyasha Liberty Mushekwi,187.96,81.2
Leiton Jiménez,154.94,81.2
Delvin N’Dinga,154.94,69.9
Felix Kroos,182.88,78
Mimoun Mahi,154.94,68.9
Joris van Overeem,154.94,71.2
Alexander Esswein,182.88,84.8
Jorge Moreira,175.26,77.1
Jorge Pietro Carvalho Porfírio,187.96,79.8
Jair Pereira Rodríguez,182.88,81.2
Nino Galović,185.42,79.8
Hárold Santiago  Mosquera Caicedo,167.64,83.9
Juan Pablo Nieto Salazar,152.4,73.9
Claudio Ariel Yacob,154.94,73
Ludovic Ajorque,198.12,82.1
Hernán Barcos,187.96,84.8
中村 俊輔,152.4,71.2
Moussa Doumbia,172.72,68
Gennaro Tutino,152.4,76.2
Agustín Allione,170.18,68.9
Germán Lanaro,185.42,83.9
Walker Zimmerman,190.5,88.9
Luca Rizzo,185.42,79.8
Roberto Carlos Gutiérrez Gamboa,152.4,76.2
Mario Gavranović,175.26,76.2
Özer Hurmacı,175.26,69.9
Andres Tello,154.94,79.8
Simon Gustafson,185.42,78
Fabio Giovanni Ceravolo,154.94,73
Fabricio Coloccini,182.88,83
Gianluca Curci,190.5,89.8
Daniel Martins Guimarães,187.96,73
Emil Hallfreðsson,185.42,86.2
Miiko Martín Albornoz Inola,154.94,79.8
Juan Ignacio Mercier,185.42,78
Mitchell Glenn Donald,182.88,74.8
Mickaël Cuisance,154.94,73
Amr Warda,152.4,77.1
Adama Traoré,154.94,72.1
Oliver McBurnie,190.5,77.1
Dankler Luís de Jesus Pedreira,185.42,81.2
Mauro Daniel Goicoechea Furia,185.42,82.1
Lucas  Andersen,185.42,73
Chinedu Obasi Ogbuke,187.96,78.9
Tim Howard,190.5,88
Henok Goitom,187.96,84.8
Saîf-Eddine Khaoui,182.88,68
Rajiv van La Parra,154.94,72.1
Adrián Marín Gómez,185.42,78
Lucas Menossi,170.18,69.9
Josué Humberto Gonçalves Leal Sá,187.96,78
Anastasios Chatzigiovanis,175.26,62.1
Cristian Enzo Lodeira Araujo,172.72,66.2
Aleksandar Pantić,185.42,77.1
Jorge Luis Rojas Meza,167.64,69.9
Fabian Klos,193.04,93
Cristian Leonel Ramírez Zambrano,175.26,78
John Boye,182.88,73
Maksym Malyshev,154.94,76.2
Douglas Pereira dos Santos,170.18,59.9
Kris Boyd,185.42,83
Diego Rodríguez,182.88,79.8
Mats  Møller Dæhli,152.4,71.2
Sebastian Polter,190.5,93
Ricardo van Rhijn,152.4,72.1
Nikola Maraš,187.96,78.9
Andrés Leandro Castellanos Serrano,182.88,78
André Biyogo Poko,172.72,72.1
Juan Ferney Otero Tovar,182.88,69.9
Nicolai Møller Boilesen,185.42,74.8
Diego Lainez Leyva,167.64,58.1
Yasser Al Shahrani,170.18,60.8
Ismaël Tiémoko Diomandé,182.88,82.1
Dénes Dibusz,187.96,81.2
Damian Kądzior,175.26,73.9
Jonathan Pablo Bottinelli,154.94,78.9
Gareth Barry,182.88,78
Robbie Kruse,152.4,69.9
Cristian Oscar Bernardi,152.4,73
Ezequiel Ávila,172.72,81.2
Nemanja Radonjić,185.42,76.2
Jeff Nazario Meire Costinho,152.4,77.1
Javier Güemez López,172.72,73.9
Jordan Jones,175.26,60.8
David Guzman,152.4,78.9
Ángel Zaldívar Caviedes,152.4,76.2
Simon Tibbling,175.26,73.9
Joshua Eduardo Sá Madeira,182.88,81.2
Alexis De Sart,154.94,67.1
William Owusu,185.42,73.9
Mohamed Aberhoune,187.96,74.8
Jason Puncheon,172.72,66.2
Marco Stiepermann,190.5,86.2
Muhammet Demir,154.94,68.9
Salvador Sevilla López,152.4,71.2
Benjamin Kololli,182.88,82.1
Julian Börner,187.96,86.2
Ricardo Ryller Ribeiro Lino Silva,182.88,77.1
Bartosz Białkowski,193.04,86.2
Martín Maximiliano Mantovani,182.88,78
Stefan Ortega Moreno,185.42,88
Serdar Gürler,175.26,64.9
Joe Bennett,152.4,73.9
Rui Pedro da Rocha Fonte,154.94,73
Ali Adnan,185.42,69.9
Luis Miguel Sánchez Benítez,152.4,78.9
Luca Garritano,172.72,67.1
Adrián Andrés Cubas,170.18,59.9
Jubal Rocha Mendes Junior,187.96,79.8
Lebogang Phiri,172.72,63
Thomas Delaine,154.94,69.9
Jamie Murphy,152.4,72.1
Alex Martin Frandeira Álvares,193.04,84.8
Rolando García Guerreño,185.42,76.2
Ken Sema,154.94,68.9
José Antonio Reyes Calderón,175.26,73
Izet Hajrović,152.4,72.1
Fernando Henrique Boldrin,154.94,74.8
Diego Arturo Peralta González,187.96,83.9
Sebastião de Freitas Couto Júnior,152.4,73
Uroš Ćosić,187.96,77.1
Fabio Pisacane,152.4,77.1
Diego Rossi,170.18,68
Roberto Alvarado,175.26,69.9
Josh Brownhill,152.4,68.9
Marlon Javier Piedrahita Londoño,175.26,78.9
Maikel van der Werff,185.42,82.1
Dom Dwyer,175.26,78.9
Gonzalo Bettini,170.18,73.9
Petar Brlek,154.94,73.9
M. Vanderlei Paulino Kenedy,154.94,77.1
Tobias Pereira Figueiredo,187.96,83.9
Erik Morán Arribas,187.96,73.9
David Batanero Puigbó,185.42,79.8
Gerrit Holtmann,182.88,77.1
Antonio Aldo Caracciolo,185.42,83
Astrit Ajdarević,190.5,84.8
정성룡 郑俊玄,190.5,89.8
Aboubakar Kamara,152.4,81.2
Ayrton Preciado,182.88,71.2
Milton Nahuel Valenzuela,167.64,66.2
Edimilson Fernandes,190.5,69.9
Ledian Memushaj,175.26,69.9
川島 永嗣,185.42,73.9
Jakov Filipović,190.5,84.8
Akaki Gogia,152.4,72.1
Dominik Schmidt,187.96,82.1
Rodrigo Nascimento França,190.5,78.9
Marvin Friedrich,193.04,78
Tom Schütz,154.94,74.8
Stanislav Tecl,154.94,82.1
Danijel Milićević,172.72,63
Oliver Fink,187.96,78
Amro Tarek Abdel Aziz,190.5,88
Matej Jonjić,187.96,83
Bryan Heynen,182.88,67.1
João Pedro Maturano dos Santos,152.4,73
Daniel Rosero Valencia,182.88,83
Rafael Antonio Caroca Cordero,175.26,72.1
Elierce Barbosa de Souza,182.88,74.8
Kevin Bonifazi,187.96,84.8
Daniel Williams,182.88,79.8
Óscar Cabezas,154.94,78.9
Calvin Stengs,187.96,68
Borja Lasso De La Vega,152.4,69.9
Rémi Oudin,185.42,78.9
Ribair Rodríguez Pérez,182.88,87.1
Jhasmani Campos,175.26,64
Jordan Rhodes,185.42,71.2
Ivan Šunjić,182.88,74.8
Rasmus Thelander,190.5,87.1
Nikola Moro,182.88,77.1
Mikael Lustig,187.96,78
西川 周作,182.88,81.2
Marco Natanel Torsiglieri,190.5,86.2
Petar Škuletić,193.04,88.9
Maximiliano Caire,152.4,69.9
Cristian David Lucchetti,182.88,68.9
Benik Afobe,182.88,78
Carlos Alberto Alves Garcia,175.26,73
Jérémie Bela,172.72,71.2
Maximiliano Ángel Coronel,154.94,82.1
Ricardo Jorge Oliveira Valente,154.94,76.2
Jérémy Perbet,182.88,83.9
Alexander Martín Marquinho Callens Asín,185.42,76.2
Adriano Facchini,185.42,73.9
Rui Filipe Caetano Moura,152.4,69.9
Ariel Mauricio Rojas,175.26,82.1
Darragh Lenihan,187.96,76.2
Barrie McKay,175.26,67.1
Nabil Ghilas,182.88,84.8
柏好 文,167.64,62.1
Dejan Damjanović,187.96,81.2
Frédéric Sammaritano,162.56,64
Vincenzo Fiorillo,190.5,78.9
Richard Keogh,187.96,87.1
Matheus Simoneti Bressaneli,182.88,73.9
Emrah Başsan,152.4,66.2
Julián Andrés Quiñones Quiñones,152.4,76.2
Alexis Soto,152.4,71.2
Harry Novillo,182.88,79.8
Chris Brunt,185.42,83.9
David McGoldrick,182.88,73.9
Karlo Letica,200.66,96.2
Luis Ricardo Reyes Moreno,154.94,66.2
Leopold Zingerle,185.42,78
Florian Müller,193.04,84.8
Robert Tesche,154.94,71.2
Urby Emanuelson,175.26,68
José Javier Abella Fanjul,175.26,73.9
Tim Kleindienst,193.04,83.9
Mustafa Yumlu,190.5,77.1
Marvin Matip,185.42,84.8
José Gabriel Sambenito,182.88,86.2
Smail Prevljak,187.96,79.8
David von Ballmoos,193.04,89.8
Anthony Nwakaeme,185.42,79.8
David Mackalister Silva Mosquera,175.26,73.9
Ivan Oblyakov,175.26,73.9
Miguel Ángel Fraga Licona,182.88,83
Bilal Başaçıkoğlu,172.72,69.9
Craig Bryson,170.18,59.9
Darwin Zamir Andrade Marmolejo,172.72,69.9
Eirik  Ulland Andersen,154.94,73
Harlee Dean,190.5,74.8
Eduardo José Borges Machado,175.26,69.9
Erick Germain Aguirre Tafolla,172.72,66.2
Matías Nahuel Leiva Esquivel,175.26,76.2
Tiago Alves Sales,154.94,72.1
Knowledge Musona,172.72,71.2
Anthony Gonçalves,152.4,78.9
Marc Torrejón Moya,187.96,88
César Ignacio Pinares Tamayo,175.26,73
Raffaele Pucino,182.88,73.9
Pablo Edson Barrera Acosta,152.4,72.1
Jonas Welson Orsi de Meneses,170.18,66.2
Heltinho Melo Chaves,175.26,68
Bengali-Fodé Koita,185.42,86.2
Roberto Canella Suárez,152.4,73
Kieran Lee,152.4,76.2
Ramahlwe Mphahlele,185.42,79.8
Kevin Müller,190.5,89.8
Jefferson Cuero Castro,175.26,69.9
Jed Wallace,152.4,69.9
Jesús Enrique Sánchez García,167.64,68
Serhou Guirassy,187.96,82.1
Lumor Agbenyenu,175.26,69.9
Jack Harrison,175.26,69.9
Stefan Schwab,182.88,78
Dan Burn,198.12,87.1
Marcel Correia,185.42,81.2
Marlion Rômulo Rolim Nascimento,175.26,69.9
Sven Michel,152.4,78.9
Paweł Olkowski,182.88,76.2
Giorgi Loria,198.12,84.8
Javier Castellano Betancor,182.88,73
Mohamed Fouzair,167.64,68.9
Cédric Yambéré,190.5,83.9
Bubacarr Sanneh,182.88,74.8
Harrison Reed,175.26,72.1
Fernando Dos Santos Pedro,175.26,72.1
Srdjan Plavšić,165.1,59.9
James  Morrison,152.4,64
Deiver Machado,172.72,62.1
Paulo César Díaz Huincales,154.94,69.9
Abdul Rahman Khalili,182.88,77.1
Konstantin Kerschbaumer,154.94,77.1
Slobodan Medojević,182.88,78
Gaetano Berardi,152.4,72.1
Thiago Santos Santana,182.88,78.9
Mario Maloča,190.5,78
Guilherme Ferreira Pinto,152.4,64.9
Scott Malone,187.96,74.8
Jake Cooper,193.04,84.8
阿部 浩之,170.18,68.9
Raúl Lizoáin Cruz,185.42,83
Kyle Lafferty,193.04,88
Wiliam Carlos Santoso Sampaio,195.58,91.2
Tom Beugelsdijk,193.04,78.9
Fredrik Gulbrandsen,175.26,78.9
Luigi Bruins,154.94,74.8
大島 僚太,167.64,64
Álvaro Vázquez García,182.88,78
Mohammed Al Buraik,172.72,58.1
Raphael Rossi Branco,187.96,83.9
Gianluca Litteri,185.42,82.1
Matías Nicolás Rodríguez,152.4,74.8
Ceyhun Gülselam,193.04,88
Mickaël Le Bihan,182.88,79.8
Rijad Bajić,187.96,79.8
Fernando Navarro Morán,165.1,62.1
Bartłomiej Drągowski,187.96,73.9
Daniel Bentley,187.96,72.1
Vitor Gomes Pereira Júnior,170.18,67.1
Ricardo Martins de Araújo,187.96,79.8
Rafael Mir Vicente,190.5,86.2
Mathias Autret,175.26,71.2
Adama Valentin Diomande,154.94,81.2
Benjamin Jeannot,182.88,78
Zdravko Kuzmanović,185.42,79.8
Damián Oscar Lemos,152.4,82.1
David Matías Barbona,182.88,81.2
Facundo Adrián Erpen,154.94,78
Sebastian Andersson,190.5,84.8
Michael Hector,193.04,82.1
Guillermo Federico Molins Palmeiro,185.42,83
Lukas Jutkiewicz,185.42,77.1
Thomas Nicolas Silva Rangel,152.4,73
Kevin Balanta,152.4,73
Vedat Muriqi,193.04,86.2
Fernando Márquez,182.88,86.2
Hannes Van Der Bruggen,154.94,73.9
Lasse Nielsen,185.42,73.9
Alexis Mac Allister,175.26,69.9
Jonas Gomes de Sousa,185.42,82.1
Rodrigo Defendi,190.5,83.9
Luis Quintana,152.4,73.9
Albert Dorca Masó,182.88,76.2
Edgar Prib,154.94,77.1
염기훈 廉基勋,182.88,78
Gleison Bremer Silva Nascimento,182.88,79.8
Rodrigo Alves Soares,175.26,72.1
Joseph Attamah,154.94,79.8
Álvaro Lemos Collazo,175.26,76.2
Justin Meram,185.42,74.8
Renato Neto Cardoso Porto,185.42,83
Alexandre Garcia Guedes,185.42,77.1
Emmanuel García,167.64,67.1
Abdullah Ateef,175.26,63
Nir Bitton,193.04,83.9
Simon Thern,154.94,76.2
Nikola Katić,193.04,79.8
Oussama Haddadi,182.88,84.8
Hamza Choudhury,152.4,64
Mile Jedinák,187.96,78
Djamel Eddine Benlamri,185.42,83
Sebastián Palacios,170.18,68.9
Mohammed Khalil Al Owais,187.96,78.9
Osama Rashid,175.26,67.1
George Thorne,187.96,83.9
Aleksandar Pešić,190.5,79.8
Saido Berahino,154.94,82.1
Raffaele Bianco,154.94,79.8
Noah Joel Sarenren Bazee,182.88,69.9
Jón Daði Böðvarsson,190.5,84.8
Casper De Norre,175.26,72.1
Sean Maguire,175.26,68
Lorenzo Lollo,154.94,74.8
Luis Eduardo Delgado Pacheco,182.88,74.8
Aleksandr Kolomeytsev,182.88,78
Jörg Siebenhandl,182.88,81.2
Stewart Downing,154.94,64
Óscar Pérez Rojas,172.72,72.1
Philipp Klingmann,154.94,78.9
Leonardo Mancuso,182.88,77.1
Iñigo Eguaras Álvarez,154.94,77.1
Giorgi Makaridze,190.5,84.8
Sidney Sam,175.26,68
Lucas Possignolo,187.96,74.8
Edson Rodrigues Farias,175.26,67.1
Gastón Campi,193.04,88
Alan Hutton,185.42,73
Bruno Manuel Araújo Braga,154.94,74.8
Cristian Ganea,175.26,73
Esteban Rodrigo Burgos,190.5,79.8
Saidy Janko,152.4,69.9
Lorenzo Pasciuti,172.72,68
Johan Cavalli,170.18,64.9
Besart Berisha,182.88,79.8
Tomás Martínez,172.72,66.2
Hamza Mendyl,152.4,73
Alberto Benito Correo,175.26,68
Guillermo Varela,172.72,69.9
Simon Lundevall,152.4,73.9
Jorge Rodríguez,187.96,83.9
Micheal Azira,152.4,73
Alfredo Ortuño Martínez,182.88,77.1
Toma Bašić,187.96,79.8
Francis Amuzu,170.18,64.9
Bismark de Araújo Ferreira,170.18,78
Jordan Adéoti,182.88,81.2
William Fernando da Silva,175.26,72.1
Joe Garner,152.4,73.9
Mauro Matos,154.94,86.2
Cenk Şahin,152.4,69.9
Ertaç Özbir,187.96,78
Javier Ros Añón,172.72,68
Kelvin Leerdam,152.4,69.9
Marco Silvestri,190.5,79.8
Samir Ujkani,187.96,87.1
Martin Victor Álvares Fachini,182.88,77.1
Núrio Domingos Matias Fortuna,152.4,73
Stergos Marinos,152.4,72.1
Grant Leadbitter,152.4,78.9
Sébastien Pocognoli,182.88,81.2
Kasper Hämäläinen,187.96,73.9
Yairo Yesid Moreno Berrío,175.26,69.9
Pål André Helland,185.42,83.9
Marcus Pedersen,154.94,79.8
Víctor Manuel Casadesús Castaño,154.94,78.9
Jordan  Archer,190.5,79.8
Pierre Emmanuel Sagna,182.88,76.2
Jonathan Diego Menéndez,165.1,62.1
柏木 陽介,175.26,73
Lucas Henrique da Silva,187.96,79.8
Nemanja Mihajlović,172.72,71.2
Steve Breitkreuz,187.96,88
Didier Delgado,185.42,69.9
Sean  Johnson,190.5,98
Francisco Reis Ferreira,190.5,72.1
Claudio Daniel Bieler,152.4,77.1
Michael Hefele,193.04,91.2
Danny Blum,182.88,83
Uğur Uçar,154.94,69.9
Nehuén Mario Paz,193.04,88.9
Bernardo Víctor Cruz Torres,190.5,84.8
Mirko Gori,152.4,76.2
Rafael Robayo,182.88,78
Andriy Totovytskyi,187.96,77.1
Oliver Hüsing,193.04,88
Andrea Seculin,190.5,79.8
Marco Sangalli Fuentes,152.4,66.2
Marcus Danielsson,193.04,81.2
김영권 金英权,185.42,74.8
Miguel Barbieri,154.94,78.9
Gaëtan Belaud,152.4,76.2
Ricardo Abel Barbosa Ferreira,187.96,82.1
Kosta Barbarouses,170.18,68
José Iván Rodríguez,170.18,60.8
Cristian Battocchio,170.18,64
Will Grigg,154.94,69.9
Mathieu Coutadeur,170.18,68.9
Raoul Petretta,175.26,69.9
Steve De Ridder,152.4,71.2
Macario André Louro Padilha,175.26,69.9
Birger Solberg Meling,172.72,64
Nwankwo Emeka Obiora,185.42,81.2
Antonio José Rodríguez Díaz,182.88,77.1
Alfredo Saldívar Medina,182.88,78
Yoane Wissa,154.94,74.8
Roberto Andrés Ovelar Maldonado,154.94,81.2
Daniele Dessena,182.88,74.8
Nasser Ali Al Shamrani,175.26,69.9
Sílvio Manuel Azevedo Ferreira Sá Pereira,175.26,72.1
Marcos Bolados Hidalgo,167.64,72.1
Diogo Nathan Peixe Barreto,154.94,71.2
Sebastian Griesbeck,187.96,84.8
Luis Manuel García Palomera,182.88,89.8
Jakub Brabec,187.96,83
Ânderson Miguel da Silva,182.88,78
伊藤 達哉,162.56,59
Lukas Spalvis,187.96,78
Aitor García Flores,175.26,72.1
Juan Carlos Paredes,175.26,72.1
Marco Varnier,185.42,82.1
Sam Morsy,172.72,74.8
Floyd Ayité,175.26,73.9
Franco Zuculini,175.26,68
Bruno Daniel Castro Moreira,185.42,78.9
Carlos Eduardo Fierro Guerrero,175.26,69.9
